USER               PID  %CPU %MEM      VSZ    RSS   TT  STAT STARTED      TIME COMMAND
sathwikperla       879   0.0  0.0 435395040   4144   ??  Ss   17Aug26   0:00.07 /System/Library/CoreServices/Batteries.app/Contents/PlugIns/BatteriesAvocadoWidgetExtension.appex/Contents/MacOS/BatteriesAvocadoWidgetExtension -LaunchArguments eyJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUuQmF0dGVyaWVzLkJhdHRlcmllc0F2b2NhZG9XaWRnZXRFeHRlbnNpb24ifQ==
sathwikperla       878   0.0  0.0 435357920   2992   ??  Ss   17Aug26   0:00.04 /System/Library/PrivateFrameworks/MobileTimer.framework/PlugIns/MobileTimerIntents.appex/Contents/MacOS/MobileTimerIntents -AppleLanguages ("en-IN")
sathwikperla       876   0.0  0.0 435465520   4240   ??  Ss   17Aug26   0:00.79 /System/Applications/Podcasts.app/Contents/PlugIns/PodcastsWidget.appex/Contents/MacOS/PodcastsWidget -LaunchArguments eyJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUucG9kY2FzdHMud2lkZ2V0In0=
sathwikperla       866   0.0  0.0 435496592   1776   ??  Ss   17Aug26   0:00.53 postgres: logical replication launcher   
sathwikperla       865   0.0  0.0 435496592   2176   ??  Ss   17Aug26   0:04.83 postgres: autovacuum launcher   
sathwikperla       864   0.0  0.0 435495568    624   ??  Ss   17Aug26   0:01.77 postgres: walwriter   
sathwikperla       862   0.0  0.0 435495568    784   ??  Ss   17Aug26   0:02.02 postgres: background writer   
sathwikperla       861   0.0  0.0 435495568    656   ??  Ss   17Aug26   0:00.17 postgres: checkpointer   
sathwikperla       853   0.0  0.0 435381488   4144   ??  Ss   17Aug26   0:00.21 /System/Applications/Clock.app/Contents/PlugIns/WorldClockWidget.appex/Contents/MacOS/WorldClockWidget -LaunchArguments eyJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUuY2xvY2suV29ybGRDbG9ja1dpZGdldCJ9
sathwikperla       851   0.0  0.0 435779600   4352   ??  Ss   17Aug26   0:00.26 /System/Applications/Home.app/Contents/PlugIns/HomeEnergyWidgetsExtension.appex/Contents/MacOS/HomeEnergyWidgetsExtension -LaunchArguments eyJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUuSG9tZS5Ib21lRW5lcmd5V2lkZ2V0cyJ9
_spotlight         852   0.0  0.0 435322080   1616   ??  S    17Aug26   0:13.45 /usr/sbin/distnoted agent
sathwikperla       848   0.0  0.0 435567344   4480   ??  Ss   17Aug26   0:00.69 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget -LaunchArguments eyJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUud2VhdGhlci53aWRnZXQifQ==
sathwikperla       846   0.0  0.0 435563552   4368   ??  Ss   17Aug26   0:00.84 /System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget -LaunchArguments eyJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUuc3RvY2tzLndpZGdldCJ9
sathwikperla       845   0.0  0.0 435612880   4352   ??  Ss   17Aug26   0:00.16 /System/Applications/Home.app/Contents/PlugIns/HomeWidget.appex/Contents/MacOS/HomeWidget -LaunchArguments eyJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUuSG9tZS5Ib21lV2lkZ2V0LkludGVyYWN0aXZlIn0=
sathwikperla       838   0.0  0.1 435385520  15888   ??  S    17Aug26   0:21.82 /Users/sathwikperla/Library/Application Support/com.grammarly.ProjectLlama/Grammarly Desktop Update Service.app/Contents/MacOS/Grammarly Desktop Update Service
_softwareupdate    815   0.0  0.0 435321344   1680   ??  S    17Aug26   0:13.83 /usr/sbin/distnoted agent
root               810   0.0  0.0 435330288    976   ??  Ss   17Aug26   0:00.06 /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
root               797   0.0  0.1 435371648  11872   ??  Ss   17Aug26   2:30.59 /usr/libexec/gamepolicyd
sathwikperla       794   0.0  0.0 435320848   2752   ??  S    17Aug26   0:01.50 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
sathwikperla       795   0.0  0.0 435329712   5328   ??  S    17Aug26   0:07.38 /usr/libexec/avconferenced
sathwikperla       788   0.0  0.0 435357104   4304   ??  S    17Aug26   1:05.21 /System/Library/CoreServices/lockoutagent
sathwikperla       780   0.0  0.2 435381056  26224   ??  S    17Aug26   4:28.23 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
sathwikperla       778   0.0  0.1 435363280  14480   ??  S    17Aug26   0:47.56 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
sathwikperla       724   0.0  0.1 435444480  15456   ??  S    17Aug26   0:28.71 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
sathwikperla       766   0.0  0.0 435386672   8288   ??  Ss   17Aug26   0:15.31 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension -AppleLanguages ("en-IN")
sathwikperla       764   0.0  0.1 435376160  10592   ??  S    17Aug26   0:10.23 /System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled
sathwikperla       760   0.0  0.0 435369904   6816   ??  Ss   17Aug26   0:07.35 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.iCloudDriveFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.iCloudDriveFileProvider -LaunchArguments eyJ0eXBlIjoxLCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5DbG91ZERvY3MuaUNsb3VkRHJpdmVGaWxlUHJvdmlkZXIiLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
sathwikperla       758   0.0  0.1 435606320  17984   ??  S    17Aug26   3:39.70 /System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService
sathwikperla       754   0.0  0.1 435354272   8528   ??  S    17Aug26   0:41.75 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem system_app_start
sathwikperla       749   0.0  0.1 435597296  12096   ??  S    17Aug26  17:11.03 /System/Library/CoreServices/WiFiAgent.app/Contents/MacOS/WiFiAgent
sathwikperla       747   0.0  0.4 437897968  69040   ??  S    17Aug26   5:29.16 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
sathwikperla       745   0.0  0.0 435363296   5504   ??  S    17Aug26   0:04.11 /System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
sathwikperla       743   0.0  0.0 435321440   2960   ??  S    17Aug26   0:00.36 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
sathwikperla       716   0.0  0.0 435499024   3408   ??  S    17Aug26   0:29.09 /opt/homebrew/opt/postgresql@16/bin/postgres -D /opt/homebrew/var/postgresql@16
sathwikperla       708   0.0  0.0 435356416   3440   ??  S    17Aug26   0:06.19 /System/Library/Image Capture/Support/icdd
sathwikperla       692   0.0  0.0 435357888   5184   ??  S    17Aug26   0:30.36 /System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
sathwikperla       696   0.0  0.2 435444272  32880   ??  S    17Aug26  84:56.35 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
root               726   0.0  0.0 435321776   2304   ??  Ss   17Aug26   0:00.68 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp -d
sathwikperla       715   0.0  0.0 435370432   7664   ??  S    17Aug26   0:07.35 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd
sathwikperla       707   0.0  0.1 435527424   9856   ??  S    17Aug26   4:33.15 /System/Library/CoreServices/Siri.app/Contents/MacOS/Siri launchd
sathwikperla       721   0.0  0.1 435601312  14384   ??  S    17Aug26   0:23.51 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
sathwikperla       694   0.0  0.0 435321968   3632   ??  S    17Aug26   0:00.41 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
sathwikperla       705   0.0  0.0 435346432   3392   ??  S    17Aug26   0:00.65 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
sathwikperla       704   0.0  0.2 435623968  26416   ??  S    17Aug26   2:19.03 /System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter
sathwikperla       693   0.0  0.0 435292608   7888   ??  Ss   17Aug26   0:07.27 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
_oahd              689   0.0  0.0 435321520   1120   ??  Ss   17Aug26   0:00.17 /usr/libexec/rosetta/oahd
sathwikperla       686   0.0  0.0 435288720   5312   ??  Ss   17Aug26   0:07.68 /System/Library/ExtensionKit/Extensions/WallpaperAerialsExtension.appex/Contents/MacOS/WallpaperAerialsExtension -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUud2FsbHBhcGVyLmV4dGVuc2lvbi5hZXJpYWxzIiwidHlwZSI6MX0=
sathwikperla       684   0.0  0.1 435398816  19968   ??  S    17Aug26   0:37.24 /System/Library/PrivateFrameworks/ChronoCore.framework/Support/chronod
sathwikperla       683   0.0  0.0 435310304   4080   ??  Ss   17Aug26   0:01.68 /System/Library/ExtensionKit/Extensions/WallpaperImageExtension.appex/Contents/MacOS/WallpaperImageExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS53YWxscGFwZXIuZXh0ZW5zaW9uLmltYWdlIiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2UsInR5cGUiOjF9
_nearbyd           674   0.0  0.0 435369776   6800   ??  Ss   17Aug26   2:06.06 /usr/libexec/nearbyd
sathwikperla       673   0.0  0.1 435382800  22480   ??  S    17Aug26   2:11.86 /usr/sbin/usernoted
sathwikperla       670   0.0  0.0 435357664   6512   ??  S    17Aug26   1:20.58 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
sathwikperla       667   0.0  0.3 447795840  50896   ??  S    17Aug26   8:27.62 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
_ctkd              666   0.0  0.0 435356240   2704   ??  Ss   17Aug26   0:00.44 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -st
sathwikperla       665   0.0  0.0 435358160   8320   ??  S    17Aug26   0:22.91 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
sathwikperla       652   0.0  0.2 435475328  31488   ??  S    17Aug26   7:29.79 /usr/libexec/sharingd
sathwikperla       649   0.0  0.0 435380608   2784   ??  S    17Aug26   0:00.71 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker
sathwikperla       645   0.0  0.1 435371344  10128   ??  S    17Aug26   2:09.15 /System/Library/PrivateFrameworks/UserNotificationsCore.framework/Support/usernotificationsd
sathwikperla       644   0.0  0.1 435371520  12720   ??  S    17Aug26   1:24.82 /System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent
sathwikperla       642   0.0  0.2 435445424  25488   ??  S    17Aug26   1:53.21 /System/Library/PrivateFrameworks/IDS.framework/identityservicesd.app/Contents/MacOS/identityservicesd
sathwikperla       641   0.0  0.1 435367744  12608   ??  S    17Aug26   3:37.08 /usr/libexec/rapportd
sathwikperla       630   0.0  0.0 435358000   7648   ??  S    17Aug26   3:06.63 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
sathwikperla       629   0.0  0.0 435369424   2256   ??  S    17Aug26   0:00.86 /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent --launchd
sathwikperla       626   0.0  0.1 435385856  11936   ??  S    17Aug26   3:00.15 /System/Library/PrivateFrameworks/FileProvider.framework/Support/fileproviderd
root               624   0.0  0.0 435322464   5536   ??  Ss   17Aug26   0:12.78 /usr/sbin/filecoordinationd
sathwikperla       623   0.0  0.0 435357744   8048   ??  S    17Aug26   0:06.12 /System/Library/CoreServices/sharedfilelistd
sathwikperla       621   0.0  0.1 435361488  11568   ??  S    17Aug26   6:53.70 /usr/libexec/trustd --agent
root               622   0.0  0.0 435323392   1216   ??  Ss   17Aug26   0:00.61 automountd
sathwikperla       620   0.0  0.0 435358720   6880   ??  S    17Aug26   0:11.26 /usr/libexec/ContinuityCaptureAgent server
sathwikperla       616   0.0  0.1 435459952  17312   ??  S    17Aug26   1:12.61 /System/Library/CoreServices/WallpaperAgent.app/Contents/MacOS/WallpaperAgent
sathwikperla       607   0.0  0.1 435454016  13232   ??  S    17Aug26   3:17.38 /usr/libexec/nsurlsessiond
sathwikperla       605   0.0  0.1 435597040  11328   ??  S    17Aug26   0:11.55 /System/Library/CoreServices/AccessibilityUIServer.app/Contents/MacOS/AccessibilityUIServer
_appleevents       600   0.0  0.0 435321568   1632   ??  S    17Aug26   0:13.55 /usr/sbin/distnoted agent
sathwikperla       599   0.0  0.1 435594576  12464   ??  S    17Aug26   0:16.77 /System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer
sathwikperla       598   0.0  0.3 435923904  50544   ??  S    17Aug26  23:12.36 /System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter
sathwikperla       597   0.0  0.1 435580352  17568   ??  S    17Aug26   1:44.88 /System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
sathwikperla       588   0.0  0.1 435418576   8928   ??  S    17Aug26   0:46.84 /usr/libexec/lsd
sathwikperla       586   0.0  0.1 435357856  12880   ??  S    17Aug26   8:32.65 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/BiomeAgent
sathwikperla       583   0.0  0.1 435370176   8960   ??  S    17Aug26   0:07.32 /usr/libexec/pboard
sathwikperla       584   0.0  0.0 435356432   5488   ??  S    17Aug26   0:37.85 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
sathwikperla       573   0.0  0.1 435359152   9824   ??  S    17Aug26   0:55.04 /usr/libexec/UserEventAgent (Aqua)
sathwikperla       579   0.0  0.1 435460944  15392   ??  S    17Aug26   3:58.34 /System/Library/Frameworks/Accounts.framework/Versions/A/Support/accountsd
sathwikperla       582   0.0  0.1 435367584   8400   ??  S    17Aug26   0:37.78 /usr/sbin/universalaccessd launchd -s
sathwikperla       578   0.0  0.1 435374832  19200   ??  S    17Aug26   9:49.99 /System/Library/CoreServices/WindowManager.app/Contents/MacOS/WindowManager
sathwikperla       571   0.0  0.0 435327136   7856   ??  S    17Aug26   5:04.78 /usr/sbin/cfprefsd agent
_nsurlsessiond     570   0.0  0.0 435321136   1616   ??  S    17Aug26   0:13.60 /usr/sbin/distnoted agent
sathwikperla       567   0.0  0.1 435417696  12224   ??  S    17Aug26   2:28.13 /usr/libexec/secd
sathwikperla       565   0.0  0.0 435321984   4352   ??  S    17Aug26   2:13.34 /usr/sbin/distnoted agent
root               566   0.0  0.1 435499152  18720   ??  Ss   17Aug26   8:47.37 /usr/libexec/searchpartyd
root               564   0.0  0.0 436579136   2416   ??  Ss   17Aug26   0:00.86 /Library/PrivilegedHelperTools/com.docker.vmnetd
_mds_stores        560   0.0  0.4 457034800  73472   ??  Ss   17Aug26  19:12.88 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mds_stores
root               558   0.0  0.0 435357488   6432   ??  Ss   17Aug26   0:31.19 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
_locationd         545   0.0  0.0 435321408   1632   ??  S    17Aug26   0:13.75 /usr/sbin/distnoted agent
_driverkit         539   0.0  0.0 435240384   1008   ??  Ss   17Aug26   4:32.63 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers com.apple.driverkit.AppleUserHIDDrivers 0x100000e1e com.apple.AppleUserHIDDrivers
_driverkit         538   0.0  0.0 435239280    912   ??  Ss   17Aug26   0:00.52 /System/Library/DriverExtensions/com.apple.DriverKit-IOUserDockChannelSerial.dext/com.apple.DriverKit-IOUserDockChannelSerial com.apple.IOUserDockChannelSerial 0x100000e13 com.apple.DriverKit-IOUserDockChannelSerial
_audiomxd          531   0.0  0.0 435321408   1632   ??  S    17Aug26   0:14.31 /usr/sbin/distnoted agent
root               532   0.0  0.0 435365712   3456   ??  Ss   17Aug26   0:01.00 /System/Library/CoreServices/Software Update.app/Contents/Resources/suhelperd
_cmiodalassistants   524   0.0  0.0 435358256   2848   ??  Ss   17Aug26   0:00.69 /usr/libexec/com.apple.cmio.videodriverkithostextension.systemextension/Contents/MacOS/com.apple.cmio.videodriverkithostextension
_cmiodalassistants   529   0.0  0.0 435356896   4256   ??  Ss   17Aug26   0:02.27 /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/UVCAssistant.systemextension/Contents/MacOS/UVCAssistant
_cmiodalassistants   528   0.0  0.1 435409408   8512   ??  Ss   17Aug26  11:14.35 /usr/libexec/cameracaptured
root               530   0.0  0.0 435323056   2048   ??  Ss   17Aug26   0:12.43 /usr/sbin/mDNSResponderHelper
root               521   0.0  0.0 435358432   4272   ??  Ss   17Aug26   1:07.46 /System/Library/CoreServices/TimeMachine/backupd
_appleevents       515   0.0  0.0 435357680   2400   ??  Ss   17Aug26   0:02.39 /System/Library/CoreServices/appleeventsd --server
_modelmanagerd     510   0.0  0.1 435407008  11472   ??  Ss   17Aug26   0:07.52 /usr/libexec/modelmanagerd
_cmiodalassistants   504   0.0  0.0 435321648   1616   ??  S    17Aug26   0:14.78 /usr/sbin/distnoted agent
root               501   0.0  0.0 435358608   5760   ??  Ss   17Aug26   0:59.50 /usr/sbin/WirelessRadioManagerd
root               494   0.0  0.0 435321792   2368   ??  Ss   17Aug26   0:00.13 /usr/libexec/ApplicationFirewall/socketfilterfw
root               488   0.0  0.0 435310000   2496   ??  Ss   17Aug26   4:48.60 /usr/libexec/audioclocksyncd
root               468   0.0  0.0 435321792   1856   ??  S    17Aug26   0:15.97 /usr/sbin/distnoted agent
root               475   0.0  0.1 435459184  12096   ??  Ss   17Aug26  45:48.29 /usr/libexec/syspolicyd
_windowserver      428   0.0  0.0 435322048   1616   ??  S    17Aug26   0:14.87 /usr/sbin/distnoted agent
_coreaudiod        430   0.0  0.0 435322064   1616   ??  S    17Aug26   0:15.29 /usr/sbin/distnoted agent
root               471   0.0  0.0 435359680   8240   ??  Ss   17Aug26   0:26.74 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/authd.xpc/Contents/MacOS/authd
_audiomxd          455   0.0  0.0 435357184   7312   ??  Ss   17Aug26   0:20.01 /usr/libexec/audiomxd
_coreaudiod        438   0.0  0.0 435387872   3280   ??  Ss   17Aug26   0:00.61 Core Audio Driver (ParrotAudioPlugin.driver)
root               435   0.0  0.1 435506336  17408   ??  Ss   17Aug26 127:22.28 /usr/libexec/airportd
_analyticsd        406   0.0  0.1 435369168  10976   ??  Ss   17Aug26   1:40.01 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsd
root               416   0.0  0.0 435360960   4608   ??  Ss   17Aug26   0:34.35 /usr/libexec/eligibilityd
root               412   0.0  0.0 435358064   5312   ??  Ss   17Aug26   0:08.52 /usr/libexec/biometrickitd --launchd
_nsurlsessiond     408   0.0  0.0 435360528   6992   ??  Ss   17Aug26   2:04.40 /usr/libexec/nsurlsessiond --privileged
root               407   0.0  0.0 435321168   2464   ??  Ss   17Aug26   6:40.53 /usr/libexec/apfsd
root               404   0.0  0.1 435370672  12688   ??  Ss   17Aug26   1:10.60 /usr/libexec/lsd runAsRoot
_coreaudiod        402   0.0  0.2 435428720  29504   ??  Ss   17Aug26 135:31.54 /usr/sbin/coreaudiod
_trustd            401   0.0  0.0 435369360   7136   ??  Ss   17Aug26  14:03.81 /usr/libexec/trustd
root               400   0.0  0.1 435359744  15184   ??  Ss   17Aug26  30:37.83 /usr/libexec/runningboardd
root               399   0.0  0.0 435341920   4432   ??  Ss   17Aug26   0:12.05 /System/Library/CoreServices/coreservicesd
_corespeechd       343   0.0  0.0 435351184   1136   ??  Ss   17Aug26   0:00.03 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd_system
_timed             364   0.0  0.0 435357440   3872   ??  Ss   17Aug26   0:33.06 /usr/libexec/timed
_distnote          375   0.0  0.0 435321344   2896   ??  Ss   17Aug26   1:36.21 /usr/sbin/distnoted daemon
_usbmuxd           365   0.0  0.0 435367840   1776   ??  Ss   17Aug26   0:02.98 /System/Library/PrivateFrameworks/MobileDevice.framework/Versions/A/Resources/usbmuxd -launchd
sathwikperla       396   0.0  0.2 435704944  34032   ??  Ss   17Aug26  36:11.58 /System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow console
root               395   0.0  0.0 435323616   5024   ??  Ss   17Aug26   4:56.33 /usr/sbin/cfprefsd daemon
root               335   0.0  0.0 435322304   1856   ??  Ss   17Aug26   0:00.04 /usr/libexec/IOMFB_bics_daemon
root               363   0.0  0.1 435361440   8672   ??  Ss   17Aug26   5:24.66 /System/Library/CoreServices/launchservicesd
root               325   0.0  0.1 435365520  10048   ??  Ss   17Aug26   0:50.98 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoted
root               328   0.0  0.0 435371104   8080   ??  Ss   17Aug26   0:42.94 /usr/sbin/systemstats --daemon
root               359   0.0  0.1 435366608   9536   ??  Ss   17Aug26   3:04.83 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/contextstored
root               390   0.0  0.1 435406880   8976   ??  Ss   17Aug26   0:10.25 /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/com.apple.cmio.registerassistantservice
root               380   0.0  0.0 435357792   3168   ??  Ss   17Aug26   0:00.94 /System/Library/PrivateFrameworks/GenerationalStorage.framework/Versions/A/Support/revisiond
root               356   0.0  0.0 435322304   1680   ??  Ss   17Aug26   0:36.61 /usr/sbin/syslogd
root               371   0.0  0.0 435317392   1584   ??  Ss   17Aug26   0:00.23 autofsd
root               362   0.0  0.1 435471744  11312   ??  Ss   17Aug26   2:50.84 /System/Library/PrivateFrameworks/ApplePushService.framework/apsd
root               366   0.0  0.0 435358864   5808   ??  Ss   17Aug26   0:37.78 /usr/sbin/securityd -i
root               372   0.0  0.1 435365728  15744   ??  Ss   17Aug26   7:51.14 /usr/libexec/dasd
root               386   0.0  0.0 435321792   4096   ??  Ss   17Aug26   3:42.76 /usr/sbin/notifyd
root               339   0.0  0.0 435357296   2624   ??  Ss   17Aug26   0:00.69 /usr/libexec/remoted
root               320   0.0  0.1 435449680  18192   ??  Ss   17Aug26  20:08.86 /usr/libexec/logd
root               381   0.0  0.0 435322192   1008   ??  Ss   17Aug26   0:00.12 /usr/sbin/KernelEventAgent
root               345   0.0  0.0 435321728   2384   ??  Ss   17Aug26   0:14.39 /usr/libexec/watchdogd
root               358   0.0  0.0 435357440   3584   ??  Ss   17Aug26   0:52.08 /usr/libexec/thermalmonitord
root               385   0.0  0.1 435430672  20768   ??  Ss   17Aug26  28:20.20 /usr/sbin/bluetoothd
root               349   0.0  0.1 435432912  20624   ??  Ss   17Aug26  19:56.87 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mds
root               332   0.0  0.0 435362688   6896   ??  Ss   17Aug26   7:19.61 /usr/libexec/configd
root               361   0.0  0.1 435363824  10928   ??  Ss   17Aug26   7:55.19 /usr/libexec/opendirectoryd
root               334   0.0  0.0 435358624   8112   ??  Ss   17Aug26   5:03.01 /System/Library/CoreServices/powerd.bundle/powerd
root               389   0.0  0.0 435357824   3776   ??  Ss   17Aug26   0:37.12 /usr/libexec/AirPlayXPCHelper
root               352   0.0  0.0 435357216   4960   ??  Ss   17Aug26   1:02.68 /usr/libexec/diskarbitrationd
root               379   0.0  0.0 435321328   3872   ??  Ss   17Aug26   0:01.96 /System/Library/CoreServices/logind
root               324   0.0  0.0 435333760   5584   ??  Ss   17Aug26  18:59.03 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/Support/fseventsd
root               360   0.0  0.1 435392992  12224   ??  Ss   17Aug26   0:04.26 /usr/libexec/xprotectd
root               322   0.0  0.1 435370672   8848   ??  Ss   17Aug26   1:28.18 /usr/libexec/UserEventAgent (System)
root               373   0.0  0.0 435344912   3888   ??  Ss   17Aug26   0:00.41 /usr/libexec/corerepaird
root               351   0.0  0.0 435360480   4112   ??  Ss   17Aug26   0:01.36 /usr/libexec/kernelmanagerd
_driverkit         954   0.0  0.0 435240016    928   ??  Ss   17Aug26   0:00.48 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver com.apple.IOUserBluetoothSerialDriver 0x10000106f com.apple.IOUserBluetoothSerialDriver
sathwikperla     42573   0.0  0.0 435317728   8336   ??  S     4:29PM   0:00.03 /usr/libexec/feedbackd
sathwikperla     42569   0.0  0.1 435321664  12368   ??  S     4:29PM   0:00.13 /System/Library/PrivateFrameworks/IntelligenceFlowRuntime.framework/Versions/A/intelligenceflowd
sathwikperla     42568   0.0  0.1 435323024  11024   ??  S     4:29PM   0:00.06 /usr/libexec/assessmentagent
sathwikperla     42567   0.0  0.1 435322304  11808   ??  S     4:29PM   0:00.05 /usr/libexec/gamecontrolleragentd
_gamecontrollerd 42566   0.0  0.1 435322720  13088   ??  Ss    4:29PM   0:00.07 /usr/libexec/gamecontrollerd
sathwikperla     42557   0.0  0.1 435378080  22480   ??  S     4:29PM   0:00.12 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
sathwikperla     42556   0.0  0.1 435377664  22656   ??  S     4:29PM   0:00.14 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
sathwikperla     42535   0.0  0.0 435324064   6208   ??  S     4:28PM   0:00.07 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
sathwikperla     42531   0.0  0.1 435432592  20224   ??  S     4:28PM   0:00.14 /System/Library/Frameworks/CoreTelephony.framework/Support/CommCenter -L
sathwikperla     42530   0.0  0.0 435356832   8032   ??  S     4:28PM   0:00.14 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsagent
sathwikperla     42529   0.0  0.0 435363360   7488   ??  S     4:28PM   0:00.07 /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPArtworkAgent --launchd
